	0	0	-0.0170444005	0.2
	0	0	-0.0030444005	0.2
	0	0	0.0100063474	0.2
	0	0	0.0100063474	0.2
	0	0	-0.0071658024	0.2
	0	0	-0.0071658024	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	-0.0020017924	0.2
	0	0	-0.0153521081	0.2
	0	0	0.2113638119	0.2
	0	0	0.2113638119	0.2
	0	0	-0.020731298	0.2
	0	0	-0.020731298	0.2
	0	0	-0.034486009	0.3
	0	0	-0.034486009	0.3
	0	0	-0.0355473644	0.3
	0	0	-0.0355473644	0.3
	0	0	-0.034486009	0.3
	0	0	-0.034486009	0.3
	0	0	-0.0301645077	0.3
	0	0	-0.0301645077	0.3
	0	0	-0.0310928628	0.3
	0	0	-0.0310928628	0.3
	0	0	-0.0301645077	0.3
	0	0	-0.0301645077	0.3
