6111	1936172	+1
6111	1936173	+1
6111	1936174	+1
6111	1936175	+1
6111	1936176	+1
6111	1936177	+1
6111	1936178	+1
6111	1936179	+1
6111	1936180	+1
6111	1936181	+1
6111	1936182	+1
6111	1936183	+1
6111	1936184	+1
6111	1936185	+1
6111	1936186	+1
6111	1936187	+1
6111	1936188	+1
6111	1936189	+1
6111	1936190	+1
6111	1936191	+1
6111	1936192	+1
6111	1936193	+1
6111	1936194	+1
6111	1936195	+1
6111	1936196	+1
6111	1936197	+1
6111	1936198	+1
6111	1936199	+1
6111	1936200	+1
6111	1936201	+1
6111	1936202	+1
6111	1936203	+1
6111	1936204	+1
6111	1936205	+1
6111	1936206	+1
6111	1936207	+1
6111	1936208	+1
6111	1936209	+1
6111	1936210	+1
6111	1936211	+1
6111	1936212	+1
6111	1936213	+1
6111	1936214	+1
6111	1936215	+1
6111	1936216	+1
6111	1936217	+1
6111	1936218	+1
6111	1936219	+1
6111	1936220	+1
6111	1936221	+1
6111	1936222	+1
6111	1936223	+1
6111	1936224	+1
6111	1936225	+1
6111	1936226	+1
6111	1936227	+1
6111	1936228	+1
6111	1936229	+1
6111	1936230	+1
6111	1936231	+1
6112	1936234	+1
6112	1936235	+1
6112	1936236	+1
6112	1936237	+1
6112	1936238	+1
6112	1936239	+1
6112	1936240	+1
6112	1936241	+1
6112	1936242	+1
6112	1936243	+1
6112	1936244	+1
6112	1936245	+1
6112	1936246	+1
6112	1936247	+1
6112	1936248	+1
6112	1936249	+1
6112	1936250	+1
6112	1936251	+1
6112	1936252	+1
6112	1936253	+1
6112	1936254	+1
6112	1936255	+1
6112	1936256	+1
6112	1936257	+1
6112	1936258	+1
6112	1936259	+1
6112	1936260	+1
6112	1936261	+1
6112	1936262	+1
6112	1936263	+1
6112	1936264	+1
6112	1936265	+1
6112	1936266	+1
6112	1936267	+1
6112	1936268	+1
6112	1936269	+1
6112	1936270	+1
6112	1936271	+1
6112	1936272	+1
6112	1936273	+1
6112	1936274	+1
6112	1936275	+1
6112	1936276	+1
6112	1936277	+1
6112	1936278	+1
6112	1936279	+1
6112	1936280	+1
6112	1936281	+1
6112	1936282	+1
6112	1936283	+1
6112	1936284	+1
6112	1936285	+1
6112	1936286	+1
6112	1936287	+1
6112	1936288	+1
6112	1936289	+1
6112	1936290	+1
6112	1936291	+1
6112	1936292	+1
6112	1936293	+1
6113	1936296	+1
6113	1936297	+1
6113	1936298	+1
6113	1936299	+1
6113	1936300	+1
6113	1936301	+1
6113	1936302	+1
6113	1936303	+1
6113	1936304	+1
6113	1936305	+1
6113	1936306	+1
6113	1936307	+1
6113	1936308	+1
6113	1936309	+1
6113	1936311	+1
6113	1936312	+1
6113	1936313	+1
6113	1936314	+1
6113	1936315	+1
6113	1936316	+1
6113	1936317	+1
6113	1936318	+1
6113	1936319	+1
6113	1936320	+1
6113	1936321	+1
6113	1936322	+1
6113	1936323	+1
6113	1936324	+1
6113	1936325	+1
6113	1936326	+1
6113	1936327	+1
