37378	1475	306361
37634	364	66899.4
37650	225	48643.8
37651	1967	221246
41473	79	22138.5
41474	268	83467.1
41730	732	170821
41746	257	51680
41747	1174	227746
42003	79	20203.8
42019	483	63585
42020	1349	134977
42036	798	45907.8
45825	91	21238.6
45826	578	157449
45842	284	63702.4
45843	253	63174.2
46099	447	86041.1
46115	534	97036.9
46116	897	119217
46132	253	26167.2
46388	638	52620.1
46389	1033	70944.2
46405	1466	55307.9
46406	265	3620.1
49921	123	25874
49922	379	84327.4
49938	77	14531.6
50194	166	27143
50195	402	79033.9
50211	416	69307.1
50212	208	35333
50468	222	39917.4
50484	757	84835.5
50485	540	41839.9
50501	613	43407.9
50757	717	39858.9
50758	581	22420.2
50774	2187	44663.6
51047	1776	6892.83
54017	153	25530.3
54018	111	16788.8
54274	98	15912.4
54290	228	34034.5
54291	244	36942.5
54307	177	23476.3
54563	190	22791.7
54564	284	38622.5
54580	642	61110.9
54581	159	12941.8
54837	78	6096.35
54853	1055	66207.4
54854	253	9902.67
54870	929	33451.4
55126	741	25268
55127	135	2200.12
55143	2479	31721.9
55416	1715	4535.23
58369	60	7835.77
58370	120	15768.7
58386	172	18698.6
58387	102	13900.3
58643	47	3241.04
58659	272	33716.3
58660	108	12041
58676	225	17053.8
58933	112	6657.61
58949	708	48026.2
58950	59	3463.52
58966	89	3912.72
59222	1011	37620.1
59239	1105	28816.2
59495	615	11912.3
59511	242	3368.02
59512	2354	13745.7
59785	1329	1972.29
62465	87	8063.12
62466	71	3472.9
62482	72	5878.29
62738	67	4554.89
62739	75	8025.09
62755	212	18736.2
62756	48	3190.37
63028	291	20908.9
63029	30	2014.34
63045	264	16151.3
63301	126	4935.01
63318	600	23652.1
63334	73	2340.99
63335	142	5206.72
63591	713	18893.9
63607	265	7140.48
63608	983	14529.3
63880	677	4737.67
63881	1546	5461.54
66561	96	6931.74
66834	102	7070.7
66835	36	3533.67
66851	115	5787.53
67107	63	5773.18
67124	228	9963.07
67397	245	11698.9
67413	43	2416.17
67414	359	17039
67686	113	3733.89
67687	517	12768.3
67703	235	6962.62
67960	537	9871.6
67976	545	6890.62
67977	885	5577.67
68249	860	3775.79
70657	66	2380.07
70930	104	4594.28
70947	32	2590.78
71203	110	6890.47
71220	127	5904.68
71493	191	8405.82
71766	141	4847.04
71782	110	2109.98
71783	228	6365.55
72055	136	3080.85
72056	330	4980.56
72072	318	4412.08
72345	633	3810.7
76152	115	2900.17
76441	342	3157.61
76714	636	2189.42
