16915	26	6.54573
16916	22	7.41938
16932	505	210.3
17188	740	562.917
17189	17	2.58381
17204	22	25.4784
17205	2848	7458.65
17221	33	78.0904
17222	5	1.55128
17477	246	940.518
17478	1936	13170.7
17494	431	5378.42
17495	218	1722.71
17750	4	389.564
17751	624	11045.3
17767	316	6815.76
17768	276	6618.89
18024	96	2709.31
18040	228	7915.82
18041	184	6958.27
18057	57	2564.74
18313	83	3085.11
18314	56	1818.63
18330	83	2467.93
18586	15	685.256
18587	7	162.192
18603	23	959.918
21028	1	0.00436457
21284	108	14.6979
21300	28	29.1479
21301	1658	1450.22
21557	721	1077.42
21573	869	2006.04
21574	3891	15804.6
21590	775	5912.6
21591	45	211.978
21846	411	3349.48
21847	2415	29384.7
21863	1265	25826.5
21864	456	8532.58
22120	741	21674.2
22136	1048	33847.2
22137	593	20624.6
22153	76	2133.21
22409	768	32217.4
22410	280	12981.1
22426	342	17605.8
22682	245	13193.9
22683	99	4088.66
22699	440	23862.6
22700	14	349.095
22716	3	46.3022
22955	36	2447.33
22956	17	959.61
22971	21	628.929
22972	338	19208.4
22973	10	324.755
22988	30	1033.94
22989	47	1520.3
23228	4	72.7253
23244	14	588.912
23245	172	7685.4
23246	1	0.516971
23261	49	2140.77
23262	54	1384.94
23518	41	1730.69
23534	40	1875.73
23535	25	1470.43
25397	8	0.96336
25653	130	49.6092
25669	328	205.386
25670	2669	4538.76
25686	44	94.8919
25926	186	3209.05
25942	2224	9416.21
25943	3643	29920.5
25959	1902	29666.3
25960	17	59.6305
26215	527	12201.6
26216	1875	37543.3
26232	2020	73411.4
26233	405	14632.5
26489	359	16290.6
26505	1380	73814.6
26506	316	16302.3
26522	265	14574.9
26778	702	48391.8
26779	98	6661.57
26794	12	558.411
26795	528	37954
27051	222	18849.8
27052	17	1393.22
27067	43	4302.52
27068	546	39853.7
27069	4	51.9477
27084	19	1269.96
27085	7	471.545
27324	12	1826.3
27340	70	5378.66
27341	297	20090.9
27357	106	6616.69
27358	50	2824.83
27613	16	1847.75
27614	141	10269
27630	91	6184.95
27631	79	5691.12
27886	9	582.407
27887	26	2541.65
27903	81	5278.71
27904	11	169.185
29766	25	4.40985
30022	84	18.718
30038	731	1236.79
30039	2323	8384.07
30055	676	3890.64
30311	2754	24717.9
30312	2467	37962.6
30328	2838	72295.6
30329	6	8.28533
30584	633	23340.2
30585	1062	44592.9
30601	2501	148006
30602	299	18093.2
30618	43	1362.23
30858	44	1943.62
30874	1727	151030
30875	61	5038.2
30890	23	3187.04
30891	477	43245.3
31147	653	65101.4
31148	6	1006.41
31163	106	14498.6
31164	607	63937.3
31181	1	3.97379
31420	116	17165.4
31436	144	15934.5
31437	465	45975.3
31453	80	5873.89
31454	7	42.3922
31709	68	8765.31
31710	219	24186.2
31726	147	15711.1
31727	44	1904.63
31982	18	1086.79
31983	86	8066.81
31999	85	8104.44
32000	8	375.127
32255	1	3.47262
34135	48	47.0126
34391	5	10.0975
34407	1114	3238.75
34408	1397	9416.19
34424	1576	20650.5
34680	2675	55241.4
34681	1153	31544.5
34697	3491	156178
34698	5	1322.54
34953	669	51123.5
34954	238	13784
34970	2889	270672
34971	12	824.532
34986	71	5588.41
34987	193	20847.7
35243	1394	195373
35259	215	33967.3
35260	462	61141.9
35516	415	64562.5
35532	260	46175.7
35533	534	87818.9
35549	13	2414.55
35789	17	2659.99
35805	247	44933
35806	275	46205.9
35822	157	18716.3
35823	4	52.0982
36078	82	17197.4
36079	134	23795.7
36095	146	20446.2
36096	4	1175.12
38503	1	0.564682
38504	32	21.1132
38520	53	77.4025
38776	1810	11036.6
38777	557	7335.54
38793	2718	59170.5
39049	2634	109196
39050	58	2530.93
39065	37	3136.37
39066	3759	371922
39082	3	42.7493
39322	281	31978.8
39338	302	48779.1
39339	2121	401162
39355	412	98301.8
39356	140	26138.9
39611	26	4716.74
39612	917	207690
39628	406	110297
39629	357	94429.2
39885	209	54218
39901	377	113982
39902	299	79897.5
39918	80	16985.1
40174	235	73210.2
40175	156	42276.9
40191	190	45615.4
40447	6	884.774
42872	6	0.950209
42873	2	3.58076
42889	120	381.919
43145	1684	23831.5
43161	188	3807.86
43162	3015	124788
43418	1799	138413
43434	847	100776
43435	3197	496978
43451	176	43554.7
43707	649	139235
43708	1646	457700
43724	707	267431
43725	113	40583.8
43980	32	16424.6
43981	599	224016
43997	572	253940
43998	278	128675
44014	5	2077.1
44254	41	17526
44270	450	208935
44271	160	64000.8
44287	162	67861.8
44543	83	31407.9
47241	3	2.27542
47257	8	43.9646
47258	132	687.503
47514	991	20207.1
47530	906	34299.3
47531	2927	233485
47787	847	86596.5
47803	1758	315688
47804	2265	553065
47820	681	234232
48076	683	292899
48077	1032	482996
48093	968	523978
48094	62	24167.3
48349	40	30557.6
48350	357	232286
48366	776	546227
48367	166	79942.9
48383	61	35101.2
48639	254	189500
51626	7	8.54577
51627	100	1192.26
51883	427	15397.2
51899	1347	93162
51900	2031	271628
51916	92	20516.5
52156	80	6736.27
52172	2276	547345
52173	1322	532951
52189	946	451383
52445	574	358092
52446	462	306422
52462	1107	998550
52463	55	34194.5
52718	54	48473.7
52719	111	78437.9
52735	487	427255
55995	9	107.797
55996	82	2772.62
56252	128	7226.19
56268	1446	117539
56269	1199	185019
56285	608	131244
56541	2331	652999
56542	682	273242
56558	1588	983563
56814	503	446357
56815	100	113041
56830	3	1070.69
56831	688	776013
60364	5	260.992
60365	30	1203.3
60637	916	73168.5
60638	262	30896.7
60654	787	147733
60910	1493	464555
60911	40	23096.5
60926	7	6666.18
60927	852	472167
64733	5	267.743
64734	3	121.361
64750	6	178.11
65006	288	23216.4
65022	28	3997.86
65023	521	84169.3
65279	17	872.864
69102	1	0.0533964
69118	1	188.71
69119	11	316.29
69375	14	188.09
