-56831	134	130275
-56558	264	184671
-52735	104	111292
-52462	218	193920
-52446	123	89853.4
-52445	103	86791.3
-52189	188	97207.9
-52173	216	102708
-52172	311	110077
-48639	39	50421.6
-48383	8	9108.01
-48367	32	38694.2
-48366	125	130626
-48350	69	61825
-48094	21	14724.2
-48093	159	121711
-48077	168	112933
-48076	83	40733.5
-47820	111	52203
-47804	351	159485
-47803	243	75753.3
-47787	131	32918
-47531	472	89515.6
-44287	6	7567.42
-44271	9	14415.4
-44270	32	37650.7
-44254	6	10367.5
-43998	27	34920.9
-43997	50	70812.9
-43981	51	44203.6
-43725	16	10343.1
-43724	72	66480
-43708	145	96472.1
-43707	54	30340.3
-43451	15	7533.15
-43435	324	121992
-43434	67	16444.1
-43162	283	42780.6
-40191	4	10389.7
-39902	10	19058
-39629	6	7106.21
-39628	14	20568
-39612	29	34720.3
-39611	2	5552.53
-39356	8	5834.06
-39355	21	19574.6
-39339	96	64985.2
-39066	144	49546.1
-39049	77	16504.9
-38793	73	7687.02
-35533	3	5842.96
-35532	3	6460.16
-35516	7	10321.5
-34953	7	11584.9
-34697	34	12363.6
-34681	16	4364.15
-34680	26	6765.93
-30601	13	8604.92
-30328	11	5788.23
