	0	0	-0.0170444005	0.06344
	0	0	-0.0030444005	0.06455
	0	0	0.0100063474	0.2
	0	0	0.0100063474	0.2
	0	0	-0.0071658024	0.08505
	0	0	-0.0071658024	0.08505
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	-0.0020017924	0.1303
	0	0	-0.0153521081	0.1327
	0	0	0.2113638119	0.1542
	0	0	0.2113638119	0.1696
	0	0	-0.020731298	0.1184
	0	0	-0.020731298	0.1273
	0	0	-0.034486009	0.09938
	0	0	-0.034486009	0.09869
	0	0	-0.0355473644	0.08013
	0	0	-0.0355473644	0.08029
	0	0	-0.034486009	0.1054
	0	0	-0.034486009	0.1055
	0	0	-0.0301645077	0.1003
	0	0	-0.0301645077	0.09951
	0	0	-0.0310928628	0.08111
	0	0	-0.0310928628	0.08031
	0	0	-0.0301645077	0.1041
	0	0	-0.0301645077	0.1055
